,element,Unit_lattice_constant,lattice_constant_a,lattice_constant_b,lattice_constant_c,Tc,Element_Normalize,Tc_mean,Tc_range
17764,C1,,,,,4.1,C,10.612962962962966,51.63
17765,C1,,,,,5.0,C,10.612962962962966,51.63
17766,Pr1Fe1As1F0.11O0.89,,,,,45.0,Pr100Fe100As100O89F11,45.0,0.0
17767,La1Fe1As1F0.15O0.85,,,,,26.2,La20Fe20As20O17F3,20.25,15.7
17768,La1Fe0.8Zn0.2As1F0.15O0.85,,,,,25.5,La20Zn4Fe16As20O17F3,25.5,0.0
17769,La1Fe0.4Zn0.6As1F0.15O0.85,,,,,24.6,La20Zn12Fe8As20O17F3,24.6,0.0
17770,La1Fe0.2Zn0.8As1F0.15O0.85,,,,,23.9,La20Zn16Fe4As20O17F3,23.9,0.0
17771,Fe1Se0.93,A,3.772,,5.522,7.0,Fe100Se93,7.0,0.0
17772,Sn0.05Fe1Se0.93,,,,,7.0,Fe100Sn5Se93,7.0,0.0
17773,Sn0.1Fe1Se0.93,,,,,7.0,Fe100Sn10Se93,7.0,0.0
17774,Ca2Al3Si4,A,5.8605,15.036,7.7659,6.2,Ca2Al3Si4,6.2,0.0
17775,Ca2Al2.73Si4.27,A,5.8846,14.973,7.7966,6.4,Ca200(Al39Si61)7,6.4,0.0
17776,Ca2Al2.39Si4.61,,,,,5.4,Ca200Al239Si461,5.4,0.0
17777,Bi4S3O4,A,3.9754,,41.4286,4.11,Bi4S3O4,4.607777777777778,2.5300000000000002
17778,Bi3.99Cu0.01S3O4,A,3.975,,41.4082,3.94,CuBi399(S3O4)100,3.935,0.009999999999999787
17779,Bi3.975Cu0.025S3O4,A,3.9688,,41.401,2.99,CuBi159(S3O4)40,2.99,0.0
17780,Bi3.95Cu0.05S3O4,A,3.9669,,41.3847,2.6,CuBi79(S3O4)20,2.5949999999999998,0.010000000000000231
17781,Bi3.9Cu0.1S3O4,A,3.9655,,41.3959,3.0,CuBi39(S3O4)10,2.995,0.009999999999999787
17782,La1Pd2Sb2,A,4.568,,10.266,1.3,La(SbPd)2,1.3,0.0
17783,Cu0.14Bi2Te3,A,4.385,,30.48,6.0,Cu7(Bi2Te3)50,6.0,0.0
17784,Sr1Pt2Ge2,A,4.4,,9.8,10.2,Sr(GePt)2,10.2,0.0
17785,Sm1Fe1As1F0.12O0.88,A,3.9307,,8.4786,50.1,Sm25Fe25As25O22F3,33.4625,33.0
17786,Sm1Fe0.99Mn0.01As1F0.12O0.88,A,3.9347,,8.4912,37.2,Sm100MnFe99As100(O22F3)4,37.2,0.0
17787,Sm1Fe0.97Mn0.03As1F0.12O0.88,A,3.9373,,8.4951,31.3,Sm100Mn3Fe97As100(O22F3)4,31.3,0.0
17788,Sm1Fe0.94Mn0.06As1F0.12O0.88,A,3.9407,,8.5005,16.0,Sm50Mn3Fe47As50(O22F3)2,16.0,0.0
17789,Sm1Fe0.99Ni0.01As1F0.12O0.88,A,3.9323,,8.4753,45.7,Sm100Fe99NiAs100(O22F3)4,45.7,0.0
17790,Sm1Fe0.97Ni0.03As1F0.12O0.88,A,3.9361,,8.4699,34.5,Sm100Fe97Ni3As100(O22F3)4,34.5,0.0
17791,Sm1Fe0.94Ni0.06As1F0.12O0.88,A,3.9391,,8.4685,18.8,Sm50Fe47Ni3As50(O22F3)2,18.8,0.0
17792,Sm1Fe0.9Ni0.1As1F0.12O0.88,A,3.9404,,8.4622,5.6,Sm50Fe45Ni5As50(O22F3)2,5.6,0.0
17793,Ca10Pt4.05Fe8.95As18,,,,,13.0,Ca200Fe179(As40Pt9)9,13.0,0.0
17794,Ca10Pt4.2Fe9.8As18,,,,,30.0,Ca50Fe49(As30Pt7)3,30.0,0.0
17795,Lu2Sn1C1,A,3.51,,15.15,5.2,Lu2SnC,5.2,0.0
17796,Li2Pd3B1,,,,,8.29,Li2BPd3,7.548333333333332,1.419999999999999
17797,Li2Pd3B0.95Al0.05,,,,,7.75,Li40AlB19Pd60,7.75,0.0
17798,Li2Pd3B0.9Al0.1,,,,,7.49,Li20Al(B3Pd10)3,7.49,0.0
17799,Li2Pt3B1,,,,,3.19,Li2BPt3,2.5833333333333335,1.3299999999999998
17800,Li2Pt3B0.99Al0.01,,,,,2.86,Li200Al(B33Pt100)3,2.86,0.0
17801,Li2Pt3B0.95Al0.05,,,,,2.12,Li40AlB19Pt60,2.12,0.0
17802,Ir0.96Pt0.04Te2,,,,,3.0,Te50Ir24Pt,2.9725,0.05500000000000016
17803,Ir0.92Pt0.08Te2,,,,,2.49,Te50Ir23Pt2,2.385,0.2100000000000004
17804,Ir0.88Pt0.12Te2,,,,,1.92,Te50Ir22Pt3,1.92,0.0
17805,Na1Fe0.97Co0.03As1,,,,,22.0,Na100Fe97Co3As100,21.133333333333333,1.6000000000000014
17806,Zr2Co1,A,6.354,,5.512,5.47,Zr2Co,5.388571428571429,4.0
17807,Zr2Co0.95Cu0.05,A,6.371,,5.483,6.52,Zr40Co19Cu,6.52,0.0
17808,Zr2Co0.9Cu0.1,A,6.389,,5.463,6.07,Zr20Co9Cu,6.07,0.0
17809,Zr2Co0.85Cu0.15,A,6.407,,5.443,5.88,Zr40Co17Cu3,5.88,0.0
17810,Zr2Co0.8Cu0.2,A,6.416,,5.421,5.41,Zr10Co4Cu,5.41,0.0
17811,Zr2Co0.75Cu0.25,A,6.428,,5.402,4.89,Zr8Co3Cu,4.89,0.0
17812,Zr2Co0.7Cu0.3,A,6.452,,5.386,4.39,Zr20Co7Cu3,4.39,0.0
17813,U1,,,,,1.24,U,0.6000000000000001,1.04
17814,U0.97Mo0.03,,,,,0.65,U97Mo3,0.65,0.0
17815,U0.94Mo0.06,,,,,0.7,U47Mo3,0.74,0.08000000000000007
17816,U0.89Mo0.11,A,3.4841,,3.4041,1.25,U89Mo11,1.25,0.0
17817,U0.88Mo0.12,A,3.4451,,3.3966,1.91,U22Mo3,1.88,0.05999999999999983
17818,U0.85Mo0.15,A,3.4409,,3.4409,2.11,U17Mo3,2.106666666666667,0.009999999999999787
17819,Bi4S3O4,A,3.9708,,41.357,4.4,Bi4S3O4,4.607777777777778,2.5300000000000002
17820,Bi4S2.97Se0.03O4,,,,,4.2,Bi400Se3S297O400,4.2,0.0
17821,Bi4S2.91Se0.09O4,,,,,3.7,Bi400Se9S291O400,3.7,0.0
17822,Bi4S2.85Se0.15O4,A,3.9717,,41.419,3.5,Bi80Se3S57O80,3.5,0.0
17823,Pr0.65Sr0.35Fe1As0.9Sb0.1O1,,,,,21.87,Sr7Pr13Fe20Sb2(As9O10)2,21.87,0.0
17824,Pr0.65Sr0.35Fe1As0.8Sb0.2O1,,,,,22.0,Sr7Pr13Fe20Sb4(As4O5)4,22.0,0.0
17825,Pr0.65Sr0.35Fe1As0.85Sb0.15O1,A,3.996,,8.648,21.9,Sr7Pr13Fe20Sb3As17O20,21.9,0.0
17826,Pr0.65Sr0.35Fe1As0.95P0.05O1,,,,,15.4,Sr7Pr13Fe20As19PO20,15.4,0.0
17827,Pr0.6Sr0.4Fe1As0.9Sb0.1O1,A,3.998,,8.662,22.0,Sr4Pr6Fe10SbAs9O10,22.0,0.0
17828,Pr0.65Sr0.35Fe1As1O1,A,3.994,,8.655,16.5,Sr7Pr13Fe20(AsO)20,16.5,0.0
17829,K1Fe2As2,,,,,3.6,K(FeAs)2,3.4225,1.15
17830,K0.9Na0.1Fe2As2,,,,,2.9,K9Na(FeAs)20,2.9,0.0
17831,Ir0.95Te2,A,6.4361,,,4.68,Te40Ir19,4.68,0.0
17832,Ir0.85Rh0.1Te2,A,6.44,,,4.49,Te40Ir17Rh2,4.49,0.0
17833,Ir0.75Rh0.2Te2,A,6.4433,,,4.33,Te40Ir15Rh4,4.33,0.0
17834,Ir0.68Rh0.27Te2,A,6.4447,,,4.02,Te200Ir68Rh27,4.02,0.0
17835,Ir0.58Rh0.37Te2,A,6.4464,,,3.76,Te200Ir58Rh37,3.76,0.0
17836,Ir0.53Rh0.42Te2,A,6.4463,,,3.2,Te200Ir53Rh42,3.2,0.0
17837,Ir0.43Rh0.52Te2,A,6.4462,,,2.82,Te200Ir43Rh52,2.82,0.0
17838,La1Fe1As1F0.1O0.9,,,,,27.0,La10Fe10As10O9F,25.186666666666667,12.399999999999999
17839,Ce1Fe1As1F0.1O0.9,,,,,38.0,Ce10Fe10As10O9F,36.333333333333336,5.400000000000006
17840,Pr1Fe1As1F0.1O0.9,,,,,43.0,Pr10Fe10As10O9F,43.5,1.0
17841,Nd1Fe1As1F0.1O0.9,,,,,48.0,Nd10Fe10As10O9F,49.5,7.600000000000001
17842,Sm1Fe1As1F0.1O0.9,,,,,53.0,Sm10Fe10As10O9F,35.924285714285716,50.13
17843,La3Pd4Si4,A,4.2358,4.29,24.54,1.98,La3(SiPd)4,2.065,0.16999999999999993
17844,Nb3Pd0.7Se7,A,12.7965,3.4059,21.037,2.1,Nb30(PdSe10)7,2.1,0.0
17845,Nb2Pd0.67Se5,A,12.8325,3.39327,15.3859,1.2,Nb200Pd67Se500,1.2,0.0
17846,La1Bi1S2F0.5O0.5,A,4.0613,,13.3157,3.34,La2Bi2S4OF,4.575833333333334,8.860000000000001
17847,Ce1Bi1S2F0.5O0.5,A,4.0398,,13.4513,2.27,Ce2Bi2S4OF,3.446,5.73
17848,Ba1Ti2Sb2O1,,,,,1.2,BaTi2Sb2O,1.2028571428571428,0.53
17849,Ba0.85Na0.15Ti2Sb2O1,,,,,5.0,Ba17Na3Ti40(Sb2O)20,5.109999999999999,0.21999999999999975
17850,Fe1Se1,A,3.771,,5.5234,8.2,FeSe,23.362857142857145,72.9
17851,Nb2Pd0.81S5,,,,,6.6,Nb200Pd81S500,6.6,0.0
17852,Nb2Pd1S5,A,12.2077,3.3797,15.0656,6.25,Nb2PdS5,6.166666666666667,0.25
17853,Nb2Pd1S4.5Se0.5,A,12.3,3.3753,15.092,4.27,Nb4Pd2SeS9,4.27,0.0
17854,Nb2Pd1S4.25Se0.75,A,12.3132,3.3792,15.1088,3.18,Nb8Pd4Se3S17,3.18,0.0
17855,Nb2Pd1S4Se1,A,12.3527,3.3896,15.1568,2.76,Nb2PdSeS4,2.76,0.0
17856,Nb2Pd1S3.75Se1.25,A,12.4758,3.3929,15.1712,2.23,Nb8Pd4(SeS3)5,2.23,0.0
17857,Nb2Pd1S3.5Se1.5,A,12.4978,3.3885,15.2036,1.87,Nb4Pd2Se3S7,1.87,0.0
17858,Nb2Pd1S3Se2,A,12.5593,3.3808,15.2096,1.17,Nb2PdSe2S3,1.17,0.0
17859,Sb3Zr5,A,8.4053,,5.764,2.3,Zr5Sb3,2.25,0.09999999999999964
17860,Sn3Zr5,A,8.4603,,5.7771,1.9,Zr5Sn3,1.9,0.0
17861,Sb3Zr5,A,,,,2.2,Zr5Sb3,2.25,0.09999999999999964
17862,Ba0.75Na0.25Ti2Sb2O1,,,,,4.5,Ba3NaTi8(Sb2O)4,5.015000000000001,1.0300000000000002
17863,Sn0.975In0.025Te1,,,,,1.42,InSn39Te40,1.13,0.58
17864,Sn0.96In0.04Te1,,,,,1.22,InSn24Te25,1.22,0.0
17865,Sn0.95In0.05Te1,,,,,1.41,InSn19Te20,1.2733333333333332,0.20999999999999996
17866,Ba3Ir4Ge16,A,6.5387,,22.2834,6.1,Ba3(Ge4Ir)4,6.1,0.0
17867,Ba4Ir8Ge28,A,37.737,6.4246,6.4567,3.2,BaGe7Ir2,3.2,0.0
17868,Nb0.18Re0.82,,,,,8.9,Nb9Re41,8.9625,1.1999999999999993
17869,Nb0.25Re0.75,,,,,6.75,NbRe3,6.01,1.4800000000000004
17870,Nb0.29Re0.71,,,,,5.62,Nb29Re71,5.609999999999999,0.020000000000000462
17871,Nb0.31Re0.69,,,,,4.92,Nb31Re69,4.92,0.0
17872,La1Pd0.85Bi2,A,4.634,,9.9436,2.1,La20Bi40Pd17,2.1,0.0
17873,Fe1Se1,,,,,9.4,FeSe,23.362857142857145,72.9
17874,Bi3Ni1,A,8.877,4.097,11.48,3.95,NiBi3,3.989,0.49999999999999956
17875,Ce1Co0.9Ru0.1In5,A,4.6143,,7.5529,2.25,Ce10In50Co9Ru,2.25,0.0
17876,Ce1Co0.8Ru0.2In5,A,4.6195,,7.5596,2.18,Ce5In25Co4Ru,2.18,0.0
17877,Ce1Co0.7Ru0.3In5,A,4.619,,7.5607,2.13,Ce10In50Co7Ru3,2.13,0.0
17878,Ce1Co0.6Ru0.4In5,A,4.6205,,7.5606,1.8,Ce5In25Co3Ru2,1.8,0.0
17879,Ce1Co0.5Ru0.5In5,A,4.6184,,7.5606,1.77,Ce2In10CoRu,1.77,0.0
17880,Eu1Fe2As2,,,,,31.0,Eu(FeAs)2,28.642857142857142,6.0
17881,Bi4S3O4,,,,,4.7,Bi4S3O4,4.607777777777778,2.5300000000000002
17882,Eu1Fe2As1.7P0.3,,,,,25.0,Eu10Fe20As17P3,23.0,4.0
17883,Li1Fe3Se2O2,A,3.7926,,9.2845,42.8,LiFe3(SeO)2,42.8,0.0
17884,Pr1Pt4Ge12,,,,,7.92,Pr(Ge3Pt)4,7.886923076923076,0.3600000000000012
17885,Pr0.95Ce0.05Pt4Ge12,A,8.612,,,5.75,CePr19(Ge3Pt)80,5.75,0.0
17886,Pr0.93Ce0.07Pt4Ge12,,,,,5.52,Ce7Pr93(Ge3Pt)400,5.52,0.0
17887,Pr0.915Ce0.085Pt4Ge12,A,8.6104,,,4.61,Ce17Pr183(Ge3Pt)800,4.115,0.9900000000000002
17888,Pr0.9Ce0.1Pt4Ge12,,,,,4.11,CePr9(Ge3Pt)40,3.5700000000000003,1.0800000000000005
17889,Pr0.86Ce0.14Pt4Ge12,,,,,3.43,Ce7Pr43(Ge3Pt)200,3.43,0.0
17890,Pr0.8Ce0.2Pt4Ge12,A,8.612,,,1.767,CePr4(Ge3Pt)20,1.767,0.0
17891,Pr0.75Ce0.25Pt4Ge12,A,8.6124,,,1.015,CePr3(Ge3Pt)16,1.015,0.0
17892,Pr0.65Ce0.35Pt4Ge12,,,,,0.29,Ce7Pr13(Ge3Pt)80,0.29,0.0
17893,Ca10Bi9.88,A,12.2842,,17.866,2.075,Ca250Bi247,2.075,0.0
17894,Tl1Ni2Se2,A,3.87,,13.435,3.7,Tl(NiSe)2,3.668,0.15000000000000036
17895,La1Bi1S2F0.5O0.5,A,4.069,,13.366,2.7,La2Bi2S4OF,4.575833333333334,8.860000000000001
17896,Rb0.19W1O3,,,,,5.5,Rb19(WO3)100,5.5,0.0
17897,Fe1Se0.82Br0.18,A,3.77,,5.518,5.0,Fe50Se41Br9,5.0,0.0
17898,Fe1Se0.8Br0.2,A,3.774,,5.528,5.0,Fe5Se4Br,5.0,0.0
17899,Fe1Se0.7Br0.3,A,3.773,,5.528,5.0,Fe10Se7Br3,5.0,0.0
17900,La1Bi1S2F0.3O0.77,A,,,13.57,3.1,La100Bi100S200O77F30,3.1,0.0
17901,La1Bi1S2F0.7O0.54,A,,,13.37,4.46,La50Bi50S100O27F35,4.46,0.0
17902,La1Bi1S2F0.9O0.54,A,,,13.39,4.55,La50Bi50S100(O3F5)9,4.55,0.0
17903,Ce1Bi1S2F0.7O0.35,A,,,13.39,4.0,Ce20Bi20S40(OF2)7,4.0,0.0
17904,Ce1Bi1S2F0.9O0.34,A,,,13.4,3.51,Ce50Bi50S100O17F45,3.51,0.0
17905,Nd1Bi1S2F0.3O0.74,A,,,13.56,3.51,Nd50Bi50S100O37F15,3.51,0.0
17906,Nd1Bi1S2F0.7O0.63,A,,,13.43,5.24,Nd100Bi100S200(O9F10)7,5.24,0.0
17907,Nd1Bi1S2F0.9O0.62,A,,,13.01,5.44,Nd50Bi50S100O31F45,5.44,0.0
17908,Ca0.86Pr0.14Fe2As2,,,,,32.5,Ca43Pr7(FeAs)100,32.5,0.0
17909,Ce1Cu2Si2,,,,,0.6,Ce(CuSi)2,0.6453888888888888,0.34
17910,Ca1Pd2As2,A,4.2824,,10.088,1.27,Ca(AsPd)2,1.27,0.0
17911,Sr1Pd2As2,A,4.3759,,10.1671,0.92,Sr(AsPd)2,0.92,0.0
17912,Ba1Pd2As2,A,4.3438,,5.7536,2.0,Ba(AsPd)2,3.483333333333333,1.85
17913,Nd1Fe1As1F0.1O0.9,,,,,51.0,Nd10Fe10As10O9F,49.5,7.600000000000001
17914,Ba0.6K0.4Fe2As2,,,,,32.0,K2Ba3(FeAs)10,36.37090909090909,10.8
17915,Au0.075Sb0.85Te0.075,,,,,4.5,Sb34(TeAu)3,4.5,0.0
17916,Au0.1Sb0.8Te0.1,A,3.027,,,6.0,Sb8TeAu,6.0,0.0
17917,Au0.125Sb0.75Te0.125,A,3.016,,,6.7,Sb6TeAu,6.7,0.0
17918,Au0.2Sb0.6Te0.2,,,,,6.6,Sb3TeAu,6.6,0.0
17919,Au0.1Sb0.9,,,,,8.0,Sb9Au,7.5,1.0
17920,Au0.1Sb0.9,,,,,7.0,Sb9Au,7.5,1.0
17921,Au0.15Sb0.85,A,3.0012,,,8.1,Sb17Au3,8.1,0.0
17922,Ba2Bi3,A,4.813,7.994,9.971,4.4,Ba2Bi3,4.44,0.08000000000000007
17923,Nd1Fe1As1F0.1O0.9,,,,,53.0,Nd10Fe10As10O9F,49.5,7.600000000000001
17924,Ba0.95Na0.05Ti2Sb2O1,,,,,3.14,Ba19NaTi40(Sb2O)20,3.14,0.0
17925,Ba0.9Na0.1Ti2Sb2O1,,,,,4.24,Ba9NaTi20(Sb2O)10,4.24,0.0
17926,Ba0.85Na0.15Ti2Sb2O1,,,,,5.22,Ba17Na3Ti40(Sb2O)20,5.109999999999999,0.21999999999999975
17927,Ba0.75Na0.25Ti2Sb2O1,,,,,5.53,Ba3NaTi8(Sb2O)4,5.015000000000001,1.0300000000000002
17928,Sr2V1Fe1As1O3,A,3.93621,,15.7047,24.8,Sr2VFeAsO3,29.643750000000004,12.399999999999999
17929,Sr1.9Ca0.1V1Fe1As1O3,A,3.93561,,15.6711,25.8,Sr19CaV10Fe10(AsO3)10,25.8,0.0
17930,Sr1.8Ca0.2V1Fe1As1O3,A,3.93387,,15.6611,13.7,Sr9CaV5Fe5(AsO3)5,13.7,0.0
17931,Sr1.7Ca0.3V1Fe1As1O3,A,3.9312,,15.6602,0.8,Sr17Ca3V10Fe10(AsO3)10,0.8,0.0
17932,La1Bi1S2F0.2O0.8,A,4.0574,,13.5147,7.11,La5Bi5S10O4F,7.11,0.0
17933,La1Bi1S2F0.4O0.6,A,4.0616,,13.4284,10.26,La5Bi5S10O3F2,10.26,0.0
17934,La1Bi1S2F0.5O0.5,A,4.062,,13.2998,10.96,La2Bi2S4OF,4.575833333333334,8.860000000000001
17935,La1Bi1S2F0.6O0.4,A,4.0598,,13.1037,9.5,La5Bi5S10O2F3,9.5,0.0
17936,La1Bi1S2F0.7O0.3,A,4.0546,,13.0594,7.86,La10Bi10S20O3F7,7.86,0.0
17937,Er1Pd1Bi1,A,6.595,,,1.24,ErBiPd,1.24,0.0
17938,La1Ni0.84Bi2.04,A,4.56,,9.78,4.41,La25(Ni7Bi17)3,4.41,0.0
17939,Ce1Ni0.8Bi2.03,A,4.54,,9.64,4.2,Ce100Ni80Bi203,4.2,0.0
17940,Pr1Ni0.79Bi1.98,A,4.52,,9.6001,4.2,Pr100Ni79Bi198,4.2,0.0
17941,Nd1Ni0.72Bi2.14,A,4.52,,9.53,4.2,Nd50Ni36Bi107,4.2,0.0
17942,Sm1Ni0.78Bi2.08,A,4.5001,,9.42,4.2,Sm50(Ni3Bi8)13,4.2,0.0
17943,Gd1Ni0.72Bi1.91,A,4.49,,9.37,4.2,Gd100Ni72Bi191,4.2,0.0
17944,Tb1Ni0.74Bi1.9,A,4.48,,9.3001,4.2,Tb50Ni37Bi95,4.2,0.0
17945,Dy1Ni0.74Bi1.78,A,4.47,,9.29,4.2,Dy50Ni37Bi89,4.2,0.0
17946,Nd1Bi1S2F0.5O0.5,A,3.9911,,13.383,4.95,Nd2Bi2S4OF,4.641818181818182,0.75
17947,P1,,,,,9.5,P,6.612500000000001,6.699999999999999
17948,La1Ni1C2,A,3.954,4.557,6.193,2.86,LaNiC2,2.9871428571428567,0.7999999999999998
17949,La1Ni0.95Cu0.05C2,A,3.954,4.557,6.195,3.15,La20CuNi19C40,3.15,0.0
17950,La1Ni0.9Cu0.1C2,A,3.954,4.558,6.196,3.24,La10CuNi9C20,3.24,0.0
17951,La1Ni0.85Cu0.15C2,A,3.955,4.559,6.199,3.31,La20Cu3Ni17C40,3.31,0.0
17952,La1Ni0.8Cu0.2C2,A,3.956,4.56,6.201,3.45,La5Cu(Ni2C5)2,3.45,0.0
17953,La1Ni0.75Cu0.25C2,A,3.957,4.56,6.201,3.48,La4CuNi3C8,3.48,0.0
17954,La1Pd2Ge2,,,,,0.96,La(GePd)2,1.04,0.16000000000000014
17955,La3Pd4Ge4,,,,,2.23,La3(GePd)4,2.5575,0.52
17956,La3Ni4Si4,,,,,0.96,La3(SiNi)4,0.96,0.0
17957,La3Ni4Ge4,,,,,0.74,La3(NiGe)4,0.74,0.0
17958,Pr0.8Sr0.2Fe1As1O1,,,,,13.6,SrPr4Fe5(AsO)5,14.6,2.200000000000001
17959,Pr0.8Sr0.2Fe0.97Zn0.03As1O1,,,,,13.0,Sr20Pr80Zn3Fe97(AsO)100,13.0,0.0
17960,Pr0.8Sr0.2Fe0.94Zn0.06As1O1,,,,,12.0,Sr10Pr40Zn3Fe47(AsO)50,12.0,0.0
17961,Ir1Sn4,A,6.308,,22.739,0.93,Sn4Ir,1.8533333333333335,2.77
17962,La1Pt4Ge12,A,8.618,,,8.2,La(Ge3Pt)4,8.249999999999998,0.5399999999999991
17963,Pr1Pt4Ge12,A,8.608,,,7.8,Pr(Ge3Pt)4,7.886923076923076,0.3600000000000012
17964,Nd1Pt4Ge12,A,8.602,,,0.7,Nd(Ge3Pt)4,0.7,0.0
17965,Bi4S3O4,,,,,4.47,Bi4S3O4,4.607777777777778,2.5300000000000002
17966,La1Bi1S2F0.5O0.5,,,,,8.65,La2Bi2S4OF,4.575833333333334,8.860000000000001
17967,H1W1O3,,,,,120.0,HWO3,120.0,0.0
17968,La3Pd4Ge4,,,,,2.5,La3(GePd)4,2.5575,0.52
17969,La3Pd4Ge4,A,4.2293,4.3823,25.0109,2.75,La3(GePd)4,2.5575,0.52
17970,Mg1B2,A,3.0864,,3.5255,33.0,MgB2,37.580588235294115,35.5
17971,Au25Sb75,,,,,6.7,Sb3Au,6.7,0.0
17972,Pd16.5Sb83.5,,,,,4.9,Sb167Pd33,4.9,0.0
17973,In25Sb75,,,,,4.1,InSb3,4.1,0.0
17974,In31.5Sb68.5,,,,,3.7,In63Sb137,3.7,0.0
17975,Au30Pd3.3Te66.6,A,2.85,,,2.6,Te222Pd11Au100,2.6,0.0
17976,Au16.7Pd16.6Te66.7,A,2.93,,,4.6,Te667Pd166Au167,4.6,0.0
17977,La1Bi1S2F0.5O0.5,A,4.0613,,13.3157,3.1,La2Bi2S4OF,4.575833333333334,8.860000000000001
17978,Ce1Bi1S2F0.5O0.5,A,4.0398,,13.4513,1.89,Ce2Bi2S4OF,3.446,5.73
17979,Pr1Bi1S2F0.5O0.5,A,4.0192,,13.4238,4.29,Pr2Bi2S4OF,3.618,1.0899999999999999
17980,Nd1Bi1S2F0.5O0.5,A,4.0102,,13.4468,4.37,Nd2Bi2S4OF,4.641818181818182,0.75
17981,Yb1Bi1S2F0.5O0.5,A,3.9851,,13.5057,5.3,Yb2Bi2S4OF,5.3,0.0
17982,Sc5Ir4Si10,,,,,8.4,Sc5(Si5Ir2)2,8.342222222222224,0.5
17983,Pr1Ru4As12,A,8.508,,,2.5,Pr(As3Ru)4,2.3825000000000003,0.20000000000000018
17984,Eu1Fe2As2,,,,,29.0,Eu(FeAs)2,28.642857142857142,6.0
17985,Na1Fe1As1,,,,,8.94,NaFeAs,11.44181818181818,20.0
17986,Na1Fe0.995Co0.005As1,,,,,9.81,Na200Fe199CoAs200,9.81,0.0
17987,Na1Fe0.99Co0.01As1,,,,,17.8,Na100Fe99CoAs100,15.6,4.899999999999999
17988,Na1Fe0.985Co0.015As1,,,,,19.9,Na200Fe197Co3As200,16.25,7.299999999999999
17989,Na1Fe0.97Co0.03As1,,,,,21.0,Na100Fe97Co3As100,21.133333333333333,1.6000000000000014
17990,Na1Fe0.95Co0.05As1,,,,,15.9,Na20Fe19CoAs20,16.3,1.0999999999999996
17991,Li1Fe1As1,,,,,17.0,LiFeAs,16.77307692307692,6.300000000000001
17992,Sr1Fe2As1.4P0.6,,,,,25.0,Sr5Fe10As7P3,27.950000000000003,8.899999999999999
17993,Ba1Ti2Sb2O1,,,,,0.95,BaTi2Sb2O,1.2028571428571428,0.53
17994,Ba0.85Na0.15Fe2As2,,,,,5.3,Ba17Na3(FeAs)40,3.3499999999999996,3.9
17995,Ba0.8Na0.2Fe2As2,,,,,11.8,Ba4Na(FeAs)10,13.5,3.3999999999999986
17996,Ba0.76Na0.24Fe2As2,,,,,15.9,Ba19Na6(FeAs)50,15.9,0.0
17997,Ba0.7Na0.3Fe2As2,,,,,23.8,Ba7Na3(FeAs)20,24.8,2.0
17998,Ba0.65Na0.35Fe2As2,,,,,33.1,Ba13Na7(FeAs)40,31.25,3.700000000000003
17999,Ba0.6Na0.4Fe2As2,,,,,33.7,Ba3Na2(FeAs)10,33.96666666666667,0.5
18000,Ba0.5Na0.5Fe2As2,,,,,32.8,BaNa(FeAs)4,33.0,0.4000000000000057
18001,Ba0.4Na0.6Fe2As2,,,,,28.7,Ba2Na3(FeAs)10,28.7,0.0
18002,Ba0.3Na0.7Fe2As2,,,,,24.2,Ba3Na7(FeAs)20,24.1,0.1999999999999993
18003,Ba0.2Na0.8Fe2As2,,,,,19.2,BaNa4(FeAs)10,18.9,0.5999999999999979
18004,Ba0.1Na0.9Fe2As2,,,,,18.4,BaNa9(FeAs)20,18.4,0.0
18005,La1Rh1P1,A,4.1846,,14.9358,2.5,LaPRh,2.5,0.0
18006,La1Ir1P1,A,4.2065,,14.9379,5.3,LaPIr,5.3,0.0
18007,La1Ir1As1,A,4.1505,,14.3277,3.1,LaAsIr,3.1,0.0
18008,Pr4Fe2As2Te0.88O4,A,4.0165,,29.8572,25.0,Pr50Fe25Te11(AsO2)25,25.05,0.10000000000000142
18009,Sm4Fe2As2Te0.92O4,A,3.9642,,29.509,25.0,Sm100Fe50Te23(AsO2)50,25.0,0.0
18010,Gd4Fe2As2Te0.9O4,A,3.9353,,29.369,25.0,Gd40Fe20Te9(AsO2)20,25.0,0.0
18011,Sm4Fe2As2Te0.72F1.2O2.8,A,3.9597,,29.268,40.0,Sm50Fe25Te9As25(O7F3)5,40.0,0.0
18012,Gd4Fe2As2Te0.92F0.8O3.2,A,3.9363,,29.35,45.0,Gd100Fe50Te23As50(O4F)20,45.0,0.0
18013,Ba1Fe1.857Co0.13Mn0.013As2,,,,,18.0,Ba1000Mn13Fe1857(Co13As200)10,18.0,0.0
18014,Ba1Fe1.832Co0.15Mn0.018As2,,,,,13.5,Ba500Mn9Fe916(Co3As40)25,13.5,0.0
18015,Ba1Fe1.86Co0.12Mn0.02As2,,,,,12.5,Ba50MnFe93(Co3As50)2,12.5,0.0
18016,Ba1Fe1.84Co0.13Mn0.03As2,,,,,8.0,Ba100Mn3Fe184Co13As200,8.0,0.0
18017,Ba1Fe2As1.3P0.7,,,,,30.0,Ba10Fe20As13P7,30.25,0.5
18018,Ba1Fe1.97Mn0.03As1.3P0.7,,,,,16.0,Ba100Mn3Fe197(As13P7)10,16.0,0.0
18019,Ce1Ir1In5,,,,,1.273,CeIn5Ir,0.5525294117647059,0.92
18020,Ce1Ir1In4.973Hg0.027,,,,,0.955,Ce1000In4973Hg27Ir1000,0.955,0.0
